,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
0,0.0,Wed Aug 29 20:20:19 +0000 2018,1.0,0.0,0.0,1.0,@BBCNews
1,0.077,Wed Aug 29 20:20:08 +0000 2018,0.885,0.0,0.115,2.0,@BBCNews
2,0.0,Wed Aug 29 20:20:04 +0000 2018,1.0,0.0,0.0,3.0,@BBCNews
3,0.0,Wed Aug 29 20:20:03 +0000 2018,1.0,0.0,0.0,4.0,@BBCNews
4,0.0,Wed Aug 29 20:20:01 +0000 2018,1.0,0.0,0.0,5.0,@BBCNews
5,0.0,Wed Aug 29 20:19:56 +0000 2018,1.0,0.0,0.0,6.0,@BBCNews
6,0.0,Wed Aug 29 20:19:50 +0000 2018,1.0,0.0,0.0,7.0,@BBCNews
7,-0.077,Wed Aug 29 20:19:46 +0000 2018,0.925,0.075,0.0,8.0,@BBCNews
8,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,9.0,@BBCNews
9,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,10.0,@BBCNews
10,0.65,Wed Aug 29 20:19:35 +0000 2018,0.68,0.053,0.266,11.0,@BBCNews
11,-0.361,Wed Aug 29 20:19:26 +0000 2018,0.688,0.196,0.116,12.0,@BBCNews
12,0.611,Wed Aug 29 20:19:23 +0000 2018,0.637,0.0,0.363,13.0,@BBCNews
13,0.522,Wed Aug 29 20:19:17 +0000 2018,0.821,0.0,0.179,14.0,@BBCNews
14,-0.542,Wed Aug 29 20:19:04 +0000 2018,0.816,0.184,0.0,15.0,@BBCNews
15,0.784,Wed Aug 29 20:18:59 +0000 2018,0.695,0.0,0.305,16.0,@BBCNews
16,0.0,Wed Aug 29 20:18:52 +0000 2018,1.0,0.0,0.0,17.0,@BBCNews
17,0.0,Wed Aug 29 20:18:50 +0000 2018,1.0,0.0,0.0,18.0,@BBCNews
18,0.0,Wed Aug 29 20:18:46 +0000 2018,0.51,0.245,0.245,19.0,@BBCNews
19,-0.202,Wed Aug 29 20:18:43 +0000 2018,0.775,0.128,0.097,20.0,@BBCNews
20,0.0,Wed Aug 29 20:20:19 +0000 2018,1.0,0.0,0.0,21.0,@BBCNews
21,0.077,Wed Aug 29 20:20:08 +0000 2018,0.885,0.0,0.115,22.0,@BBCNews
22,0.0,Wed Aug 29 20:20:04 +0000 2018,1.0,0.0,0.0,23.0,@BBCNews
23,0.0,Wed Aug 29 20:20:03 +0000 2018,1.0,0.0,0.0,24.0,@BBCNews
24,0.0,Wed Aug 29 20:20:01 +0000 2018,1.0,0.0,0.0,25.0,@BBCNews
25,0.0,Wed Aug 29 20:19:56 +0000 2018,1.0,0.0,0.0,26.0,@BBCNews
26,0.0,Wed Aug 29 20:19:50 +0000 2018,1.0,0.0,0.0,27.0,@BBCNews
27,-0.077,Wed Aug 29 20:19:46 +0000 2018,0.925,0.075,0.0,28.0,@BBCNews
28,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,29.0,@BBCNews
29,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,30.0,@BBCNews
30,0.65,Wed Aug 29 20:19:35 +0000 2018,0.68,0.053,0.266,31.0,@BBCNews
31,-0.361,Wed Aug 29 20:19:26 +0000 2018,0.688,0.196,0.116,32.0,@BBCNews
32,0.611,Wed Aug 29 20:19:23 +0000 2018,0.637,0.0,0.363,33.0,@BBCNews
33,0.522,Wed Aug 29 20:19:17 +0000 2018,0.821,0.0,0.179,34.0,@BBCNews
34,-0.542,Wed Aug 29 20:19:04 +0000 2018,0.816,0.184,0.0,35.0,@BBCNews
35,0.784,Wed Aug 29 20:18:59 +0000 2018,0.695,0.0,0.305,36.0,@BBCNews
36,0.0,Wed Aug 29 20:18:52 +0000 2018,1.0,0.0,0.0,37.0,@BBCNews
37,0.0,Wed Aug 29 20:18:50 +0000 2018,1.0,0.0,0.0,38.0,@BBCNews
38,0.0,Wed Aug 29 20:18:46 +0000 2018,0.51,0.245,0.245,39.0,@BBCNews
39,-0.202,Wed Aug 29 20:18:43 +0000 2018,0.775,0.128,0.097,40.0,@BBCNews
40,0.0,Wed Aug 29 20:20:19 +0000 2018,1.0,0.0,0.0,41.0,@BBCNews
41,0.077,Wed Aug 29 20:20:08 +0000 2018,0.885,0.0,0.115,42.0,@BBCNews
42,0.0,Wed Aug 29 20:20:04 +0000 2018,1.0,0.0,0.0,43.0,@BBCNews
43,0.0,Wed Aug 29 20:20:03 +0000 2018,1.0,0.0,0.0,44.0,@BBCNews
44,0.0,Wed Aug 29 20:20:01 +0000 2018,1.0,0.0,0.0,45.0,@BBCNews
45,0.0,Wed Aug 29 20:19:56 +0000 2018,1.0,0.0,0.0,46.0,@BBCNews
46,0.0,Wed Aug 29 20:19:50 +0000 2018,1.0,0.0,0.0,47.0,@BBCNews
47,-0.077,Wed Aug 29 20:19:46 +0000 2018,0.925,0.075,0.0,48.0,@BBCNews
48,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,49.0,@BBCNews
49,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,50.0,@BBCNews
50,0.65,Wed Aug 29 20:19:35 +0000 2018,0.68,0.053,0.266,51.0,@BBCNews
51,-0.361,Wed Aug 29 20:19:26 +0000 2018,0.688,0.196,0.116,52.0,@BBCNews
52,0.611,Wed Aug 29 20:19:23 +0000 2018,0.637,0.0,0.363,53.0,@BBCNews
53,0.522,Wed Aug 29 20:19:17 +0000 2018,0.821,0.0,0.179,54.0,@BBCNews
54,-0.542,Wed Aug 29 20:19:04 +0000 2018,0.816,0.184,0.0,55.0,@BBCNews
55,0.784,Wed Aug 29 20:18:59 +0000 2018,0.695,0.0,0.305,56.0,@BBCNews
56,0.0,Wed Aug 29 20:18:52 +0000 2018,1.0,0.0,0.0,57.0,@BBCNews
57,0.0,Wed Aug 29 20:18:50 +0000 2018,1.0,0.0,0.0,58.0,@BBCNews
58,0.0,Wed Aug 29 20:18:46 +0000 2018,0.51,0.245,0.245,59.0,@BBCNews
59,-0.202,Wed Aug 29 20:18:43 +0000 2018,0.775,0.128,0.097,60.0,@BBCNews
60,0.0,Wed Aug 29 20:20:19 +0000 2018,1.0,0.0,0.0,61.0,@BBCNews
61,0.077,Wed Aug 29 20:20:08 +0000 2018,0.885,0.0,0.115,62.0,@BBCNews
62,0.0,Wed Aug 29 20:20:04 +0000 2018,1.0,0.0,0.0,63.0,@BBCNews
63,0.0,Wed Aug 29 20:20:03 +0000 2018,1.0,0.0,0.0,64.0,@BBCNews
64,0.0,Wed Aug 29 20:20:01 +0000 2018,1.0,0.0,0.0,65.0,@BBCNews
65,0.0,Wed Aug 29 20:19:56 +0000 2018,1.0,0.0,0.0,66.0,@BBCNews
66,0.0,Wed Aug 29 20:19:50 +0000 2018,1.0,0.0,0.0,67.0,@BBCNews
67,-0.077,Wed Aug 29 20:19:46 +0000 2018,0.925,0.075,0.0,68.0,@BBCNews
68,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,69.0,@BBCNews
69,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,70.0,@BBCNews
70,0.65,Wed Aug 29 20:19:35 +0000 2018,0.68,0.053,0.266,71.0,@BBCNews
71,-0.361,Wed Aug 29 20:19:26 +0000 2018,0.688,0.196,0.116,72.0,@BBCNews
72,0.611,Wed Aug 29 20:19:23 +0000 2018,0.637,0.0,0.363,73.0,@BBCNews
73,0.522,Wed Aug 29 20:19:17 +0000 2018,0.821,0.0,0.179,74.0,@BBCNews
74,-0.542,Wed Aug 29 20:19:04 +0000 2018,0.816,0.184,0.0,75.0,@BBCNews
75,0.784,Wed Aug 29 20:18:59 +0000 2018,0.695,0.0,0.305,76.0,@BBCNews
76,0.0,Wed Aug 29 20:18:52 +0000 2018,1.0,0.0,0.0,77.0,@BBCNews
77,0.0,Wed Aug 29 20:18:50 +0000 2018,1.0,0.0,0.0,78.0,@BBCNews
78,0.0,Wed Aug 29 20:18:46 +0000 2018,0.51,0.245,0.245,79.0,@BBCNews
79,-0.202,Wed Aug 29 20:18:43 +0000 2018,0.775,0.128,0.097,80.0,@BBCNews
80,0.0,Wed Aug 29 20:20:19 +0000 2018,1.0,0.0,0.0,81.0,@BBCNews
81,0.077,Wed Aug 29 20:20:08 +0000 2018,0.885,0.0,0.115,82.0,@BBCNews
82,0.0,Wed Aug 29 20:20:04 +0000 2018,1.0,0.0,0.0,83.0,@BBCNews
83,0.0,Wed Aug 29 20:20:03 +0000 2018,1.0,0.0,0.0,84.0,@BBCNews
84,0.0,Wed Aug 29 20:20:01 +0000 2018,1.0,0.0,0.0,85.0,@BBCNews
85,0.0,Wed Aug 29 20:19:56 +0000 2018,1.0,0.0,0.0,86.0,@BBCNews
86,0.0,Wed Aug 29 20:19:50 +0000 2018,1.0,0.0,0.0,87.0,@BBCNews
87,-0.077,Wed Aug 29 20:19:46 +0000 2018,0.925,0.075,0.0,88.0,@BBCNews
88,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,89.0,@BBCNews
89,0.0,Wed Aug 29 20:19:39 +0000 2018,1.0,0.0,0.0,90.0,@BBCNews
90,0.65,Wed Aug 29 20:19:35 +0000 2018,0.68,0.053,0.266,91.0,@BBCNews
91,-0.361,Wed Aug 29 20:19:26 +0000 2018,0.688,0.196,0.116,92.0,@BBCNews
92,0.611,Wed Aug 29 20:19:23 +0000 2018,0.637,0.0,0.363,93.0,@BBCNews
93,0.522,Wed Aug 29 20:19:17 +0000 2018,0.821,0.0,0.179,94.0,@BBCNews
94,-0.542,Wed Aug 29 20:19:04 +0000 2018,0.816,0.184,0.0,95.0,@BBCNews
95,0.784,Wed Aug 29 20:18:59 +0000 2018,0.695,0.0,0.305,96.0,@BBCNews
96,0.0,Wed Aug 29 20:18:52 +0000 2018,1.0,0.0,0.0,97.0,@BBCNews
97,0.0,Wed Aug 29 20:18:50 +0000 2018,1.0,0.0,0.0,98.0,@BBCNews
98,0.0,Wed Aug 29 20:18:46 +0000 2018,0.51,0.245,0.245,99.0,@BBCNews
99,-0.202,Wed Aug 29 20:18:43 +0000 2018,0.775,0.128,0.097,100.0,@BBCNews
100,0.639,Wed Aug 29 20:20:38 +0000 2018,0.487,0.0,0.513,1.0,@CBSNews
101,0.0,Wed Aug 29 20:20:32 +0000 2018,1.0,0.0,0.0,2.0,@CBSNews
102,0.846,Wed Aug 29 20:20:27 +0000 2018,0.747,0.0,0.253,3.0,@CBSNews
103,0.226,Wed Aug 29 20:20:25 +0000 2018,0.844,0.059,0.097,4.0,@CBSNews
104,-0.356,Wed Aug 29 20:20:24 +0000 2018,0.873,0.127,0.0,5.0,@CBSNews
105,0.128,Wed Aug 29 20:20:21 +0000 2018,0.933,0.0,0.067,6.0,@CBSNews
106,0.318,Wed Aug 29 20:20:18 +0000 2018,0.897,0.0,0.103,7.0,@CBSNews
107,0.038,Wed Aug 29 20:20:12 +0000 2018,0.733,0.149,0.118,8.0,@CBSNews
108,0.72,Wed Aug 29 20:20:07 +0000 2018,0.76,0.0,0.24,9.0,@CBSNews
109,0.91,Wed Aug 29 20:20:03 +0000 2018,0.576,0.0,0.424,10.0,@CBSNews
110,-0.34,Wed Aug 29 20:19:33 +0000 2018,0.714,0.286,0.0,11.0,@CBSNews
111,0.076,Wed Aug 29 20:19:29 +0000 2018,0.909,0.0,0.091,12.0,@CBSNews
112,0.0,Wed Aug 29 20:19:20 +0000 2018,1.0,0.0,0.0,13.0,@CBSNews
113,0.0,Wed Aug 29 20:19:19 +0000 2018,1.0,0.0,0.0,14.0,@CBSNews
114,0.727,Wed Aug 29 20:19:17 +0000 2018,0.596,0.0,0.404,15.0,@CBSNews
115,0.0,Wed Aug 29 20:19:17 +0000 2018,1.0,0.0,0.0,16.0,@CBSNews
116,0.0,Wed Aug 29 20:19:08 +0000 2018,1.0,0.0,0.0,17.0,@CBSNews
117,-0.572,Wed Aug 29 20:19:07 +0000 2018,0.664,0.236,0.1,18.0,@CBSNews
118,0.05,Wed Aug 29 20:19:04 +0000 2018,0.734,0.13,0.136,19.0,@CBSNews
119,0.0,Wed Aug 29 20:19:02 +0000 2018,1.0,0.0,0.0,20.0,@CBSNews
120,0.639,Wed Aug 29 20:20:38 +0000 2018,0.487,0.0,0.513,21.0,@CBSNews
121,0.0,Wed Aug 29 20:20:32 +0000 2018,1.0,0.0,0.0,22.0,@CBSNews
122,0.846,Wed Aug 29 20:20:27 +0000 2018,0.747,0.0,0.253,23.0,@CBSNews
123,0.226,Wed Aug 29 20:20:25 +0000 2018,0.844,0.059,0.097,24.0,@CBSNews
124,-0.356,Wed Aug 29 20:20:24 +0000 2018,0.873,0.127,0.0,25.0,@CBSNews
125,0.128,Wed Aug 29 20:20:21 +0000 2018,0.933,0.0,0.067,26.0,@CBSNews
126,0.318,Wed Aug 29 20:20:18 +0000 2018,0.897,0.0,0.103,27.0,@CBSNews
127,0.038,Wed Aug 29 20:20:12 +0000 2018,0.733,0.149,0.118,28.0,@CBSNews
128,0.72,Wed Aug 29 20:20:07 +0000 2018,0.76,0.0,0.24,29.0,@CBSNews
129,0.91,Wed Aug 29 20:20:03 +0000 2018,0.576,0.0,0.424,30.0,@CBSNews
130,-0.34,Wed Aug 29 20:19:33 +0000 2018,0.714,0.286,0.0,31.0,@CBSNews
131,0.076,Wed Aug 29 20:19:29 +0000 2018,0.909,0.0,0.091,32.0,@CBSNews
132,0.0,Wed Aug 29 20:19:20 +0000 2018,1.0,0.0,0.0,33.0,@CBSNews
133,0.0,Wed Aug 29 20:19:19 +0000 2018,1.0,0.0,0.0,34.0,@CBSNews
134,0.727,Wed Aug 29 20:19:17 +0000 2018,0.596,0.0,0.404,35.0,@CBSNews
135,0.0,Wed Aug 29 20:19:17 +0000 2018,1.0,0.0,0.0,36.0,@CBSNews
136,0.0,Wed Aug 29 20:19:08 +0000 2018,1.0,0.0,0.0,37.0,@CBSNews
137,-0.572,Wed Aug 29 20:19:07 +0000 2018,0.664,0.236,0.1,38.0,@CBSNews
138,0.05,Wed Aug 29 20:19:04 +0000 2018,0.734,0.13,0.136,39.0,@CBSNews
139,0.0,Wed Aug 29 20:19:02 +0000 2018,1.0,0.0,0.0,40.0,@CBSNews
140,0.639,Wed Aug 29 20:20:38 +0000 2018,0.487,0.0,0.513,41.0,@CBSNews
141,0.0,Wed Aug 29 20:20:32 +0000 2018,1.0,0.0,0.0,42.0,@CBSNews
142,0.846,Wed Aug 29 20:20:27 +0000 2018,0.747,0.0,0.253,43.0,@CBSNews
143,0.226,Wed Aug 29 20:20:25 +0000 2018,0.844,0.059,0.097,44.0,@CBSNews
144,-0.356,Wed Aug 29 20:20:24 +0000 2018,0.873,0.127,0.0,45.0,@CBSNews
145,0.128,Wed Aug 29 20:20:21 +0000 2018,0.933,0.0,0.067,46.0,@CBSNews
146,0.318,Wed Aug 29 20:20:18 +0000 2018,0.897,0.0,0.103,47.0,@CBSNews
147,0.038,Wed Aug 29 20:20:12 +0000 2018,0.733,0.149,0.118,48.0,@CBSNews
148,0.72,Wed Aug 29 20:20:07 +0000 2018,0.76,0.0,0.24,49.0,@CBSNews
149,0.91,Wed Aug 29 20:20:03 +0000 2018,0.576,0.0,0.424,50.0,@CBSNews
150,-0.34,Wed Aug 29 20:19:33 +0000 2018,0.714,0.286,0.0,51.0,@CBSNews
151,0.076,Wed Aug 29 20:19:29 +0000 2018,0.909,0.0,0.091,52.0,@CBSNews
152,0.0,Wed Aug 29 20:19:20 +0000 2018,1.0,0.0,0.0,53.0,@CBSNews
153,0.0,Wed Aug 29 20:19:19 +0000 2018,1.0,0.0,0.0,54.0,@CBSNews
154,0.727,Wed Aug 29 20:19:17 +0000 2018,0.596,0.0,0.404,55.0,@CBSNews
155,0.0,Wed Aug 29 20:19:17 +0000 2018,1.0,0.0,0.0,56.0,@CBSNews
156,0.0,Wed Aug 29 20:19:08 +0000 2018,1.0,0.0,0.0,57.0,@CBSNews
157,-0.572,Wed Aug 29 20:19:07 +0000 2018,0.664,0.236,0.1,58.0,@CBSNews
158,0.05,Wed Aug 29 20:19:04 +0000 2018,0.734,0.13,0.136,59.0,@CBSNews
159,0.0,Wed Aug 29 20:19:02 +0000 2018,1.0,0.0,0.0,60.0,@CBSNews
160,0.639,Wed Aug 29 20:20:38 +0000 2018,0.487,0.0,0.513,61.0,@CBSNews
161,0.0,Wed Aug 29 20:20:32 +0000 2018,1.0,0.0,0.0,62.0,@CBSNews
162,0.846,Wed Aug 29 20:20:27 +0000 2018,0.747,0.0,0.253,63.0,@CBSNews
163,0.226,Wed Aug 29 20:20:25 +0000 2018,0.844,0.059,0.097,64.0,@CBSNews
164,-0.356,Wed Aug 29 20:20:24 +0000 2018,0.873,0.127,0.0,65.0,@CBSNews
165,0.128,Wed Aug 29 20:20:21 +0000 2018,0.933,0.0,0.067,66.0,@CBSNews
166,0.318,Wed Aug 29 20:20:18 +0000 2018,0.897,0.0,0.103,67.0,@CBSNews
167,0.038,Wed Aug 29 20:20:12 +0000 2018,0.733,0.149,0.118,68.0,@CBSNews
168,0.72,Wed Aug 29 20:20:07 +0000 2018,0.76,0.0,0.24,69.0,@CBSNews
169,0.91,Wed Aug 29 20:20:03 +0000 2018,0.576,0.0,0.424,70.0,@CBSNews
170,-0.34,Wed Aug 29 20:19:33 +0000 2018,0.714,0.286,0.0,71.0,@CBSNews
171,0.076,Wed Aug 29 20:19:29 +0000 2018,0.909,0.0,0.091,72.0,@CBSNews
172,0.0,Wed Aug 29 20:19:20 +0000 2018,1.0,0.0,0.0,73.0,@CBSNews
173,0.0,Wed Aug 29 20:19:19 +0000 2018,1.0,0.0,0.0,74.0,@CBSNews
174,0.727,Wed Aug 29 20:19:17 +0000 2018,0.596,0.0,0.404,75.0,@CBSNews
175,0.0,Wed Aug 29 20:19:17 +0000 2018,1.0,0.0,0.0,76.0,@CBSNews
176,0.0,Wed Aug 29 20:19:08 +0000 2018,1.0,0.0,0.0,77.0,@CBSNews
177,-0.572,Wed Aug 29 20:19:07 +0000 2018,0.664,0.236,0.1,78.0,@CBSNews
178,0.05,Wed Aug 29 20:19:04 +0000 2018,0.734,0.13,0.136,79.0,@CBSNews
179,0.0,Wed Aug 29 20:19:02 +0000 2018,1.0,0.0,0.0,80.0,@CBSNews
180,0.639,Wed Aug 29 20:20:38 +0000 2018,0.487,0.0,0.513,81.0,@CBSNews
181,0.0,Wed Aug 29 20:20:32 +0000 2018,1.0,0.0,0.0,82.0,@CBSNews
182,0.846,Wed Aug 29 20:20:27 +0000 2018,0.747,0.0,0.253,83.0,@CBSNews
183,0.226,Wed Aug 29 20:20:25 +0000 2018,0.844,0.059,0.097,84.0,@CBSNews
184,-0.356,Wed Aug 29 20:20:24 +0000 2018,0.873,0.127,0.0,85.0,@CBSNews
185,0.128,Wed Aug 29 20:20:21 +0000 2018,0.933,0.0,0.067,86.0,@CBSNews
186,0.318,Wed Aug 29 20:20:18 +0000 2018,0.897,0.0,0.103,87.0,@CBSNews
187,0.038,Wed Aug 29 20:20:12 +0000 2018,0.733,0.149,0.118,88.0,@CBSNews
188,0.72,Wed Aug 29 20:20:07 +0000 2018,0.76,0.0,0.24,89.0,@CBSNews
189,0.91,Wed Aug 29 20:20:03 +0000 2018,0.576,0.0,0.424,90.0,@CBSNews
190,-0.34,Wed Aug 29 20:19:33 +0000 2018,0.714,0.286,0.0,91.0,@CBSNews
191,0.076,Wed Aug 29 20:19:29 +0000 2018,0.909,0.0,0.091,92.0,@CBSNews
192,0.0,Wed Aug 29 20:19:20 +0000 2018,1.0,0.0,0.0,93.0,@CBSNews
193,0.0,Wed Aug 29 20:19:19 +0000 2018,1.0,0.0,0.0,94.0,@CBSNews
194,0.727,Wed Aug 29 20:19:17 +0000 2018,0.596,0.0,0.404,95.0,@CBSNews
195,0.0,Wed Aug 29 20:19:17 +0000 2018,1.0,0.0,0.0,96.0,@CBSNews
196,0.0,Wed Aug 29 20:19:08 +0000 2018,1.0,0.0,0.0,97.0,@CBSNews
197,-0.572,Wed Aug 29 20:19:07 +0000 2018,0.664,0.236,0.1,98.0,@CBSNews
198,0.05,Wed Aug 29 20:19:04 +0000 2018,0.734,0.13,0.136,99.0,@CBSNews
199,0.0,Wed Aug 29 20:19:02 +0000 2018,1.0,0.0,0.0,100.0,@CBSNews
200,0.202,Wed Aug 29 20:20:44 +0000 2018,0.893,0.0,0.107,1.0,@CNN
201,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,2.0,@CNN
202,0.572,Wed Aug 29 20:20:43 +0000 2018,0.875,0.0,0.125,3.0,@CNN
203,-0.928,Wed Aug 29 20:20:42 +0000 2018,0.493,0.433,0.074,4.0,@CNN
204,0.0,Wed Aug 29 20:20:42 +0000 2018,1.0,0.0,0.0,5.0,@CNN
205,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.885,0.115,0.0,6.0,@CNN
206,0.631,Wed Aug 29 20:20:41 +0000 2018,0.81,0.0,0.19,7.0,@CNN
207,0.572,Wed Aug 29 20:20:41 +0000 2018,0.875,0.0,0.125,8.0,@CNN
208,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,9.0,@CNN
209,-0.928,Wed Aug 29 20:20:40 +0000 2018,0.493,0.433,0.074,10.0,@CNN
210,-0.572,Wed Aug 29 20:20:39 +0000 2018,0.837,0.163,0.0,11.0,@CNN
211,-0.928,Wed Aug 29 20:20:39 +0000 2018,0.493,0.433,0.074,12.0,@CNN
212,-0.262,Wed Aug 29 20:20:38 +0000 2018,0.705,0.168,0.127,13.0,@CNN
213,-0.202,Wed Aug 29 20:20:38 +0000 2018,0.725,0.153,0.122,14.0,@CNN
214,-0.527,Wed Aug 29 20:20:38 +0000 2018,0.841,0.159,0.0,15.0,@CNN
215,-0.928,Wed Aug 29 20:20:37 +0000 2018,0.493,0.433,0.074,16.0,@CNN
216,0.524,Wed Aug 29 20:20:36 +0000 2018,0.842,0.0,0.158,17.0,@CNN
217,0.0,Wed Aug 29 20:20:36 +0000 2018,1.0,0.0,0.0,18.0,@CNN
218,0.357,Wed Aug 29 20:20:36 +0000 2018,0.894,0.0,0.106,19.0,@CNN
219,-0.824,Wed Aug 29 20:20:35 +0000 2018,0.633,0.294,0.073,20.0,@CNN
220,0.202,Wed Aug 29 20:20:44 +0000 2018,0.893,0.0,0.107,21.0,@CNN
221,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,22.0,@CNN
222,0.572,Wed Aug 29 20:20:43 +0000 2018,0.875,0.0,0.125,23.0,@CNN
223,-0.928,Wed Aug 29 20:20:42 +0000 2018,0.493,0.433,0.074,24.0,@CNN
224,0.0,Wed Aug 29 20:20:42 +0000 2018,1.0,0.0,0.0,25.0,@CNN
225,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.885,0.115,0.0,26.0,@CNN
226,0.631,Wed Aug 29 20:20:41 +0000 2018,0.81,0.0,0.19,27.0,@CNN
227,0.572,Wed Aug 29 20:20:41 +0000 2018,0.875,0.0,0.125,28.0,@CNN
228,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,29.0,@CNN
229,-0.928,Wed Aug 29 20:20:40 +0000 2018,0.493,0.433,0.074,30.0,@CNN
230,-0.572,Wed Aug 29 20:20:39 +0000 2018,0.837,0.163,0.0,31.0,@CNN
231,-0.928,Wed Aug 29 20:20:39 +0000 2018,0.493,0.433,0.074,32.0,@CNN
232,-0.262,Wed Aug 29 20:20:38 +0000 2018,0.705,0.168,0.127,33.0,@CNN
233,-0.202,Wed Aug 29 20:20:38 +0000 2018,0.725,0.153,0.122,34.0,@CNN
234,-0.527,Wed Aug 29 20:20:38 +0000 2018,0.841,0.159,0.0,35.0,@CNN
235,-0.928,Wed Aug 29 20:20:37 +0000 2018,0.493,0.433,0.074,36.0,@CNN
236,0.524,Wed Aug 29 20:20:36 +0000 2018,0.842,0.0,0.158,37.0,@CNN
237,0.0,Wed Aug 29 20:20:36 +0000 2018,1.0,0.0,0.0,38.0,@CNN
238,0.357,Wed Aug 29 20:20:36 +0000 2018,0.894,0.0,0.106,39.0,@CNN
239,-0.824,Wed Aug 29 20:20:35 +0000 2018,0.633,0.294,0.073,40.0,@CNN
240,0.202,Wed Aug 29 20:20:44 +0000 2018,0.893,0.0,0.107,41.0,@CNN
241,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,42.0,@CNN
242,0.572,Wed Aug 29 20:20:43 +0000 2018,0.875,0.0,0.125,43.0,@CNN
243,-0.928,Wed Aug 29 20:20:42 +0000 2018,0.493,0.433,0.074,44.0,@CNN
244,0.0,Wed Aug 29 20:20:42 +0000 2018,1.0,0.0,0.0,45.0,@CNN
245,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.885,0.115,0.0,46.0,@CNN
246,0.631,Wed Aug 29 20:20:41 +0000 2018,0.81,0.0,0.19,47.0,@CNN
247,0.572,Wed Aug 29 20:20:41 +0000 2018,0.875,0.0,0.125,48.0,@CNN
248,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,49.0,@CNN
249,-0.928,Wed Aug 29 20:20:40 +0000 2018,0.493,0.433,0.074,50.0,@CNN
250,-0.572,Wed Aug 29 20:20:39 +0000 2018,0.837,0.163,0.0,51.0,@CNN
251,-0.928,Wed Aug 29 20:20:39 +0000 2018,0.493,0.433,0.074,52.0,@CNN
252,-0.262,Wed Aug 29 20:20:38 +0000 2018,0.705,0.168,0.127,53.0,@CNN
253,-0.202,Wed Aug 29 20:20:38 +0000 2018,0.725,0.153,0.122,54.0,@CNN
254,-0.527,Wed Aug 29 20:20:38 +0000 2018,0.841,0.159,0.0,55.0,@CNN
255,-0.928,Wed Aug 29 20:20:37 +0000 2018,0.493,0.433,0.074,56.0,@CNN
256,0.524,Wed Aug 29 20:20:36 +0000 2018,0.842,0.0,0.158,57.0,@CNN
257,0.0,Wed Aug 29 20:20:36 +0000 2018,1.0,0.0,0.0,58.0,@CNN
258,0.357,Wed Aug 29 20:20:36 +0000 2018,0.894,0.0,0.106,59.0,@CNN
259,-0.824,Wed Aug 29 20:20:35 +0000 2018,0.633,0.294,0.073,60.0,@CNN
260,0.202,Wed Aug 29 20:20:44 +0000 2018,0.893,0.0,0.107,61.0,@CNN
261,0.0,Wed Aug 29 20:20:43 +0000 2018,1.0,0.0,0.0,62.0,@CNN
262,0.572,Wed Aug 29 20:20:43 +0000 2018,0.875,0.0,0.125,63.0,@CNN
263,-0.928,Wed Aug 29 20:20:42 +0000 2018,0.493,0.433,0.074,64.0,@CNN
264,0.0,Wed Aug 29 20:20:42 +0000 2018,1.0,0.0,0.0,65.0,@CNN
265,-0.296,Wed Aug 29 20:20:42 +0000 2018,0.885,0.115,0.0,66.0,@CNN
266,0.631,Wed Aug 29 20:20:41 +0000 2018,0.81,0.0,0.19,67.0,@CNN
267,0.572,Wed Aug 29 20:20:41 +0000 2018,0.875,0.0,0.125,68.0,@CNN
268,-0.743,Wed Aug 29 20:20:41 +0000 2018,0.69,0.31,0.0,69.0,@CNN
269,-0.928,Wed Aug 29 20:20:40 +0000 2018,0.493,0.433,0.074,70.0,@CNN
270,-0.572,Wed Aug 29 20:20:39 +0000 2018,0.837,0.163,0.0,71.0,@CNN
271,-0.928,Wed Aug 29 20:20:39 +0000 2018,0.493,0.433,0.074,72.0,@CNN
272,-0.262,Wed Aug 29 20:20:38 +0000 2018,0.705,0.168,0.127,73.0,@CNN
273,-0.202,Wed Aug 29 20:20:38 +0000 2018,0.725,0.153,0.122,74.0,@CNN
274,-0.527,Wed Aug 29 20:20:38 +0000 2018,0.841,0.159,0.0,75.0,@CNN
