,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
800,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,1.0,@FoxNews
801,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,2.0,@FoxNews
802,0.402,Wed Aug 29 20:21:35 +0000 2018,0.847,0.0,0.153,3.0,@FoxNews
803,0.555,Wed Aug 29 20:21:35 +0000 2018,0.77,0.0,0.23,4.0,@FoxNews
804,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,5.0,@FoxNews
805,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,6.0,@FoxNews
806,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,7.0,@FoxNews
807,0.572,Wed Aug 29 20:21:33 +0000 2018,0.802,0.0,0.198,8.0,@FoxNews
808,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,9.0,@FoxNews
809,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,10.0,@FoxNews
810,0.494,Wed Aug 29 20:21:33 +0000 2018,0.842,0.0,0.158,11.0,@FoxNews
811,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,12.0,@FoxNews
812,0.402,Wed Aug 29 20:21:32 +0000 2018,0.881,0.0,0.119,13.0,@FoxNews
813,-0.67,Wed Aug 29 20:21:32 +0000 2018,0.642,0.264,0.094,14.0,@FoxNews
814,-0.433,Wed Aug 29 20:21:32 +0000 2018,0.547,0.314,0.14,15.0,@FoxNews
815,-0.34,Wed Aug 29 20:21:31 +0000 2018,0.862,0.138,0.0,16.0,@FoxNews
816,0.026,Wed Aug 29 20:21:31 +0000 2018,0.707,0.145,0.148,17.0,@FoxNews
817,-0.439,Wed Aug 29 20:21:31 +0000 2018,0.757,0.243,0.0,18.0,@FoxNews
818,-0.459,Wed Aug 29 20:21:30 +0000 2018,0.812,0.188,0.0,19.0,@FoxNews
819,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,20.0,@FoxNews
820,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,21.0,@FoxNews
821,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,22.0,@FoxNews
822,0.402,Wed Aug 29 20:21:35 +0000 2018,0.847,0.0,0.153,23.0,@FoxNews
823,0.555,Wed Aug 29 20:21:35 +0000 2018,0.77,0.0,0.23,24.0,@FoxNews
824,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,25.0,@FoxNews
825,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,26.0,@FoxNews
826,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,27.0,@FoxNews
827,0.572,Wed Aug 29 20:21:33 +0000 2018,0.802,0.0,0.198,28.0,@FoxNews
828,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,29.0,@FoxNews
829,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,30.0,@FoxNews
830,0.494,Wed Aug 29 20:21:33 +0000 2018,0.842,0.0,0.158,31.0,@FoxNews
831,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,32.0,@FoxNews
832,0.402,Wed Aug 29 20:21:32 +0000 2018,0.881,0.0,0.119,33.0,@FoxNews
833,-0.67,Wed Aug 29 20:21:32 +0000 2018,0.642,0.264,0.094,34.0,@FoxNews
834,-0.433,Wed Aug 29 20:21:32 +0000 2018,0.547,0.314,0.14,35.0,@FoxNews
835,-0.34,Wed Aug 29 20:21:31 +0000 2018,0.862,0.138,0.0,36.0,@FoxNews
836,0.026,Wed Aug 29 20:21:31 +0000 2018,0.707,0.145,0.148,37.0,@FoxNews
837,-0.439,Wed Aug 29 20:21:31 +0000 2018,0.757,0.243,0.0,38.0,@FoxNews
838,-0.459,Wed Aug 29 20:21:30 +0000 2018,0.812,0.188,0.0,39.0,@FoxNews
839,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,40.0,@FoxNews
840,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,41.0,@FoxNews
841,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,42.0,@FoxNews
842,0.402,Wed Aug 29 20:21:35 +0000 2018,0.847,0.0,0.153,43.0,@FoxNews
843,0.555,Wed Aug 29 20:21:35 +0000 2018,0.77,0.0,0.23,44.0,@FoxNews
844,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,45.0,@FoxNews
845,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,46.0,@FoxNews
846,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,47.0,@FoxNews
847,0.572,Wed Aug 29 20:21:33 +0000 2018,0.802,0.0,0.198,48.0,@FoxNews
848,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,49.0,@FoxNews
849,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,50.0,@FoxNews
850,0.494,Wed Aug 29 20:21:33 +0000 2018,0.842,0.0,0.158,51.0,@FoxNews
851,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,52.0,@FoxNews
852,0.402,Wed Aug 29 20:21:32 +0000 2018,0.881,0.0,0.119,53.0,@FoxNews
853,-0.67,Wed Aug 29 20:21:32 +0000 2018,0.642,0.264,0.094,54.0,@FoxNews
854,-0.433,Wed Aug 29 20:21:32 +0000 2018,0.547,0.314,0.14,55.0,@FoxNews
855,-0.34,Wed Aug 29 20:21:31 +0000 2018,0.862,0.138,0.0,56.0,@FoxNews
856,0.026,Wed Aug 29 20:21:31 +0000 2018,0.707,0.145,0.148,57.0,@FoxNews
857,-0.439,Wed Aug 29 20:21:31 +0000 2018,0.757,0.243,0.0,58.0,@FoxNews
858,-0.459,Wed Aug 29 20:21:30 +0000 2018,0.812,0.188,0.0,59.0,@FoxNews
859,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,60.0,@FoxNews
860,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,61.0,@FoxNews
861,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,62.0,@FoxNews
862,0.402,Wed Aug 29 20:21:35 +0000 2018,0.847,0.0,0.153,63.0,@FoxNews
863,0.555,Wed Aug 29 20:21:35 +0000 2018,0.77,0.0,0.23,64.0,@FoxNews
864,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,65.0,@FoxNews
865,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,66.0,@FoxNews
866,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,67.0,@FoxNews
867,0.572,Wed Aug 29 20:21:33 +0000 2018,0.802,0.0,0.198,68.0,@FoxNews
868,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,69.0,@FoxNews
869,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,70.0,@FoxNews
870,0.494,Wed Aug 29 20:21:33 +0000 2018,0.842,0.0,0.158,71.0,@FoxNews
871,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,72.0,@FoxNews
872,0.402,Wed Aug 29 20:21:32 +0000 2018,0.881,0.0,0.119,73.0,@FoxNews
873,-0.67,Wed Aug 29 20:21:32 +0000 2018,0.642,0.264,0.094,74.0,@FoxNews
874,-0.433,Wed Aug 29 20:21:32 +0000 2018,0.547,0.314,0.14,75.0,@FoxNews
875,-0.34,Wed Aug 29 20:21:31 +0000 2018,0.862,0.138,0.0,76.0,@FoxNews
876,0.026,Wed Aug 29 20:21:31 +0000 2018,0.707,0.145,0.148,77.0,@FoxNews
877,-0.439,Wed Aug 29 20:21:31 +0000 2018,0.757,0.243,0.0,78.0,@FoxNews
878,-0.459,Wed Aug 29 20:21:30 +0000 2018,0.812,0.188,0.0,79.0,@FoxNews
879,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,80.0,@FoxNews
880,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,81.0,@FoxNews
881,0.0,Wed Aug 29 20:21:35 +0000 2018,1.0,0.0,0.0,82.0,@FoxNews
882,0.402,Wed Aug 29 20:21:35 +0000 2018,0.847,0.0,0.153,83.0,@FoxNews
883,0.555,Wed Aug 29 20:21:35 +0000 2018,0.77,0.0,0.23,84.0,@FoxNews
884,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,85.0,@FoxNews
885,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,86.0,@FoxNews
886,0.0,Wed Aug 29 20:21:34 +0000 2018,1.0,0.0,0.0,87.0,@FoxNews
887,0.572,Wed Aug 29 20:21:33 +0000 2018,0.802,0.0,0.198,88.0,@FoxNews
888,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,89.0,@FoxNews
889,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,90.0,@FoxNews
890,0.494,Wed Aug 29 20:21:33 +0000 2018,0.842,0.0,0.158,91.0,@FoxNews
891,0.0,Wed Aug 29 20:21:33 +0000 2018,1.0,0.0,0.0,92.0,@FoxNews
892,0.402,Wed Aug 29 20:21:32 +0000 2018,0.881,0.0,0.119,93.0,@FoxNews
893,-0.67,Wed Aug 29 20:21:32 +0000 2018,0.642,0.264,0.094,94.0,@FoxNews
894,-0.433,Wed Aug 29 20:21:32 +0000 2018,0.547,0.314,0.14,95.0,@FoxNews
895,-0.34,Wed Aug 29 20:21:31 +0000 2018,0.862,0.138,0.0,96.0,@FoxNews
896,0.026,Wed Aug 29 20:21:31 +0000 2018,0.707,0.145,0.148,97.0,@FoxNews
897,-0.439,Wed Aug 29 20:21:31 +0000 2018,0.757,0.243,0.0,98.0,@FoxNews
898,-0.459,Wed Aug 29 20:21:30 +0000 2018,0.812,0.188,0.0,99.0,@FoxNews
899,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,100.0,@FoxNews
900,-0.498,Wed Aug 29 20:21:37 +0000 2018,0.554,0.446,0.0,1.0,@NYTimes
901,0.0,Wed Aug 29 20:21:32 +0000 2018,1.0,0.0,0.0,2.0,@NYTimes
902,-0.155,Wed Aug 29 20:21:31 +0000 2018,0.756,0.133,0.111,3.0,@NYTimes
903,0.128,Wed Aug 29 20:21:30 +0000 2018,0.889,0.0,0.111,4.0,@NYTimes
904,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,5.0,@NYTimes
905,0.0,Wed Aug 29 20:21:29 +0000 2018,1.0,0.0,0.0,6.0,@NYTimes
906,0.0,Wed Aug 29 20:21:28 +0000 2018,1.0,0.0,0.0,7.0,@NYTimes
907,-0.743,Wed Aug 29 20:21:28 +0000 2018,0.751,0.249,0.0,8.0,@NYTimes
908,-0.435,Wed Aug 29 20:21:24 +0000 2018,0.744,0.146,0.11,9.0,@NYTimes
909,0.511,Wed Aug 29 20:21:20 +0000 2018,0.858,0.0,0.142,10.0,@NYTimes
910,-0.743,Wed Aug 29 20:21:17 +0000 2018,0.751,0.249,0.0,11.0,@NYTimes
911,0.0,Wed Aug 29 20:21:16 +0000 2018,1.0,0.0,0.0,12.0,@NYTimes
912,0.128,Wed Aug 29 20:21:16 +0000 2018,0.889,0.0,0.111,13.0,@NYTimes
913,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,14.0,@NYTimes
914,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,15.0,@NYTimes
915,0.0,Wed Aug 29 20:21:11 +0000 2018,1.0,0.0,0.0,16.0,@NYTimes
916,-0.178,Wed Aug 29 20:21:10 +0000 2018,0.711,0.178,0.111,17.0,@NYTimes
917,0.0,Wed Aug 29 20:21:10 +0000 2018,1.0,0.0,0.0,18.0,@NYTimes
918,0.0,Wed Aug 29 20:21:06 +0000 2018,1.0,0.0,0.0,19.0,@NYTimes
919,0.422,Wed Aug 29 20:21:06 +0000 2018,0.833,0.0,0.167,20.0,@NYTimes
920,-0.498,Wed Aug 29 20:21:37 +0000 2018,0.554,0.446,0.0,21.0,@NYTimes
921,0.0,Wed Aug 29 20:21:32 +0000 2018,1.0,0.0,0.0,22.0,@NYTimes
922,-0.155,Wed Aug 29 20:21:31 +0000 2018,0.756,0.133,0.111,23.0,@NYTimes
923,0.128,Wed Aug 29 20:21:30 +0000 2018,0.889,0.0,0.111,24.0,@NYTimes
924,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,25.0,@NYTimes
925,0.0,Wed Aug 29 20:21:29 +0000 2018,1.0,0.0,0.0,26.0,@NYTimes
926,0.0,Wed Aug 29 20:21:28 +0000 2018,1.0,0.0,0.0,27.0,@NYTimes
927,-0.743,Wed Aug 29 20:21:28 +0000 2018,0.751,0.249,0.0,28.0,@NYTimes
928,-0.435,Wed Aug 29 20:21:24 +0000 2018,0.744,0.146,0.11,29.0,@NYTimes
929,0.511,Wed Aug 29 20:21:20 +0000 2018,0.858,0.0,0.142,30.0,@NYTimes
930,-0.743,Wed Aug 29 20:21:17 +0000 2018,0.751,0.249,0.0,31.0,@NYTimes
931,0.0,Wed Aug 29 20:21:16 +0000 2018,1.0,0.0,0.0,32.0,@NYTimes
932,0.128,Wed Aug 29 20:21:16 +0000 2018,0.889,0.0,0.111,33.0,@NYTimes
933,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,34.0,@NYTimes
934,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,35.0,@NYTimes
935,0.0,Wed Aug 29 20:21:11 +0000 2018,1.0,0.0,0.0,36.0,@NYTimes
936,-0.178,Wed Aug 29 20:21:10 +0000 2018,0.711,0.178,0.111,37.0,@NYTimes
937,0.0,Wed Aug 29 20:21:10 +0000 2018,1.0,0.0,0.0,38.0,@NYTimes
938,0.0,Wed Aug 29 20:21:06 +0000 2018,1.0,0.0,0.0,39.0,@NYTimes
939,0.422,Wed Aug 29 20:21:06 +0000 2018,0.833,0.0,0.167,40.0,@NYTimes
940,-0.498,Wed Aug 29 20:21:37 +0000 2018,0.554,0.446,0.0,41.0,@NYTimes
941,0.0,Wed Aug 29 20:21:32 +0000 2018,1.0,0.0,0.0,42.0,@NYTimes
942,-0.155,Wed Aug 29 20:21:31 +0000 2018,0.756,0.133,0.111,43.0,@NYTimes
943,0.128,Wed Aug 29 20:21:30 +0000 2018,0.889,0.0,0.111,44.0,@NYTimes
944,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,45.0,@NYTimes
945,0.0,Wed Aug 29 20:21:29 +0000 2018,1.0,0.0,0.0,46.0,@NYTimes
946,0.0,Wed Aug 29 20:21:28 +0000 2018,1.0,0.0,0.0,47.0,@NYTimes
947,-0.743,Wed Aug 29 20:21:28 +0000 2018,0.751,0.249,0.0,48.0,@NYTimes
948,-0.435,Wed Aug 29 20:21:24 +0000 2018,0.744,0.146,0.11,49.0,@NYTimes
949,0.511,Wed Aug 29 20:21:20 +0000 2018,0.858,0.0,0.142,50.0,@NYTimes
950,-0.743,Wed Aug 29 20:21:17 +0000 2018,0.751,0.249,0.0,51.0,@NYTimes
951,0.0,Wed Aug 29 20:21:16 +0000 2018,1.0,0.0,0.0,52.0,@NYTimes
952,0.128,Wed Aug 29 20:21:16 +0000 2018,0.889,0.0,0.111,53.0,@NYTimes
953,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,54.0,@NYTimes
954,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,55.0,@NYTimes
955,0.0,Wed Aug 29 20:21:11 +0000 2018,1.0,0.0,0.0,56.0,@NYTimes
956,-0.178,Wed Aug 29 20:21:10 +0000 2018,0.711,0.178,0.111,57.0,@NYTimes
957,0.0,Wed Aug 29 20:21:10 +0000 2018,1.0,0.0,0.0,58.0,@NYTimes
958,0.0,Wed Aug 29 20:21:06 +0000 2018,1.0,0.0,0.0,59.0,@NYTimes
959,0.422,Wed Aug 29 20:21:06 +0000 2018,0.833,0.0,0.167,60.0,@NYTimes
960,-0.498,Wed Aug 29 20:21:37 +0000 2018,0.554,0.446,0.0,61.0,@NYTimes
961,0.0,Wed Aug 29 20:21:32 +0000 2018,1.0,0.0,0.0,62.0,@NYTimes
962,-0.155,Wed Aug 29 20:21:31 +0000 2018,0.756,0.133,0.111,63.0,@NYTimes
963,0.128,Wed Aug 29 20:21:30 +0000 2018,0.889,0.0,0.111,64.0,@NYTimes
964,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,65.0,@NYTimes
965,0.0,Wed Aug 29 20:21:29 +0000 2018,1.0,0.0,0.0,66.0,@NYTimes
966,0.0,Wed Aug 29 20:21:28 +0000 2018,1.0,0.0,0.0,67.0,@NYTimes
967,-0.743,Wed Aug 29 20:21:28 +0000 2018,0.751,0.249,0.0,68.0,@NYTimes
968,-0.435,Wed Aug 29 20:21:24 +0000 2018,0.744,0.146,0.11,69.0,@NYTimes
969,0.511,Wed Aug 29 20:21:20 +0000 2018,0.858,0.0,0.142,70.0,@NYTimes
970,-0.743,Wed Aug 29 20:21:17 +0000 2018,0.751,0.249,0.0,71.0,@NYTimes
971,0.0,Wed Aug 29 20:21:16 +0000 2018,1.0,0.0,0.0,72.0,@NYTimes
972,0.128,Wed Aug 29 20:21:16 +0000 2018,0.889,0.0,0.111,73.0,@NYTimes
973,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,74.0,@NYTimes
974,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,75.0,@NYTimes
975,0.0,Wed Aug 29 20:21:11 +0000 2018,1.0,0.0,0.0,76.0,@NYTimes
976,-0.178,Wed Aug 29 20:21:10 +0000 2018,0.711,0.178,0.111,77.0,@NYTimes
977,0.0,Wed Aug 29 20:21:10 +0000 2018,1.0,0.0,0.0,78.0,@NYTimes
978,0.0,Wed Aug 29 20:21:06 +0000 2018,1.0,0.0,0.0,79.0,@NYTimes
979,0.422,Wed Aug 29 20:21:06 +0000 2018,0.833,0.0,0.167,80.0,@NYTimes
980,-0.498,Wed Aug 29 20:21:37 +0000 2018,0.554,0.446,0.0,81.0,@NYTimes
981,0.0,Wed Aug 29 20:21:32 +0000 2018,1.0,0.0,0.0,82.0,@NYTimes
982,-0.155,Wed Aug 29 20:21:31 +0000 2018,0.756,0.133,0.111,83.0,@NYTimes
983,0.128,Wed Aug 29 20:21:30 +0000 2018,0.889,0.0,0.111,84.0,@NYTimes
984,0.0,Wed Aug 29 20:21:30 +0000 2018,1.0,0.0,0.0,85.0,@NYTimes
985,0.0,Wed Aug 29 20:21:29 +0000 2018,1.0,0.0,0.0,86.0,@NYTimes
986,0.0,Wed Aug 29 20:21:28 +0000 2018,1.0,0.0,0.0,87.0,@NYTimes
987,-0.743,Wed Aug 29 20:21:28 +0000 2018,0.751,0.249,0.0,88.0,@NYTimes
988,-0.435,Wed Aug 29 20:21:24 +0000 2018,0.744,0.146,0.11,89.0,@NYTimes
989,0.511,Wed Aug 29 20:21:20 +0000 2018,0.858,0.0,0.142,90.0,@NYTimes
990,-0.743,Wed Aug 29 20:21:17 +0000 2018,0.751,0.249,0.0,91.0,@NYTimes
991,0.0,Wed Aug 29 20:21:16 +0000 2018,1.0,0.0,0.0,92.0,@NYTimes
992,0.128,Wed Aug 29 20:21:16 +0000 2018,0.889,0.0,0.111,93.0,@NYTimes
993,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,94.0,@NYTimes
994,0.0,Wed Aug 29 20:21:14 +0000 2018,1.0,0.0,0.0,95.0,@NYTimes
995,0.0,Wed Aug 29 20:21:11 +0000 2018,1.0,0.0,0.0,96.0,@NYTimes
996,-0.178,Wed Aug 29 20:21:10 +0000 2018,0.711,0.178,0.111,97.0,@NYTimes
997,0.0,Wed Aug 29 20:21:10 +0000 2018,1.0,0.0,0.0,98.0,@NYTimes
998,0.0,Wed Aug 29 20:21:06 +0000 2018,1.0,0.0,0.0,99.0,@NYTimes
999,0.422,Wed Aug 29 20:21:06 +0000 2018,0.833,0.0,0.167,100.0,@NYTimes
1000,-0.078,,0.887,0.07,0.043,,@NYTimes
1001,-0.078,,0.887,0.07,0.043,,"('@BBCNews', '@CBSNews', '@CNN', '@FoxNews', '@NYTimes')"
